 NAME III (version 8.2)                                          
 Run name:                   Taal_273070_20250107041508.174287
 Run time:                   07/01/2025 04:15:10.918 UTC
 Met data:                   NWP Flow.EC HRES Flow
 Start of release:           12/01/2020 06:57 UTC
 End of release:             12/01/2020 21:10 UTC
 Source strength:            5.333333E+08 g / s
 Release location:           120.9930E   14.0020N
 Release height:             311.000 to 15311.000m asl
 Run duration:               7day 0hr 0min
 X grid origin:                 90.00000    
 Y grid origin:                -15.00000    
 X grid size:                         281
 Y grid size:                         221
 X grid resolution:            0.2500000    
 Y grid resolution:            0.2500000    
 Number of preliminary cols:            4
 Number of field cols:                  3
 
 Fields:
                        ,                        ,                        ,                        ,                  VOLCANIC,                  VOLCANIC,                  VOLCANIC,
                        ,                        ,                        ,                        ,       HF_BLAvgAirConc Ash,        HF_DryDepoRate Ash,        HF_WetDepoRate Ash,
                        ,                        ,                        ,                        ,         Air Concentration,       Dry deposition rate,       Wet deposition rate,
                        ,                        ,                        ,                        ,              VOLCANIC_ASH,              VOLCANIC_ASH,              VOLCANIC_ASH,
                        ,                        ,                        ,                        ,                   g / m^3,               g / (m^2 s),               g / (m^2 s),
                        ,                        ,                        ,                        ,               All sources,               All sources,               All sources,
                        ,                        ,                        ,                        ,     No ensemble averaging,     No ensemble averaging,     No ensemble averaging,
                        ,                        ,                        ,                        ,          1hr 0min average,          1hr 0min average,          1hr 0min average,
                        ,                        ,                        ,                        ,   No horizontal averaging,   No horizontal averaging,   No horizontal averaging,
                        ,                        ,                        ,                        ,    Boundary layer average,                          ,                          ,
                        ,                        ,                        ,                        ,                          ,                          ,                          ,
                        ,                        ,                        ,                        ,                          ,                          ,                          ,
                        ,                        ,                        ,                        ,                          ,                          ,                          ,
                        ,                        ,                        ,                        ,      12/01/2020 14:00 UTC,      12/01/2020 14:00 UTC,      12/01/2020 14:00 UTC,
                        ,                        ,                        ,                        ,                          ,                          ,                          ,
                 X Index,                 Y Index,            X (Lat-Long),            Y (Lat-Long),                          ,                          ,                          ,
                     120,                     114,                  119.75,                   13.25,                         0,                         0,              1.217114E-06,
                     120,                     115,                  119.75,                    13.5,                         0,                         0,              7.956357E-06,
                     120,                     116,                  119.75,                   13.75,                         0,                         0,              3.411391E-06,
                     121,                     113,                     120,                      13,              3.528583E-05,               1.11878E-06,                         0,
                     121,                     114,                     120,                   13.25,              0.0001517971,              7.916816E-06,              1.762207E-05,
                     121,                     115,                     120,                    13.5,              0.0002132281,              1.251666E-05,              0.0003767376,
                     121,                     116,                     120,                   13.75,              4.820661E-05,              1.911048E-06,              0.0002116719,
                     121,                     117,                     120,                      14,                         0,                         0,              3.748831E-06,
                     122,                     113,                  120.25,                      13,              8.849004E-05,              4.521643E-07,                         0,
                     122,                     114,                  120.25,                   13.25,               0.001156945,              5.530367E-05,              7.389968E-06,
                     122,                     115,                  120.25,                    13.5,               0.005484051,              0.0002493731,               0.002944545,
                     122,                     116,                  120.25,                   13.75,               0.003065754,              0.0001073709,               0.004251111,
                     122,                     117,                  120.25,                      14,               6.21412E-05,              8.903298E-08,              0.0003386033,
                     123,                     114,                   120.5,                   13.25,              0.0002589102,               2.95233E-05,                         0,
                     123,                     115,                   120.5,                    13.5,                0.01224039,              0.0004790081,               0.004201042,
                     123,                     116,                   120.5,                   13.75,                0.04760588,               0.001757323,                0.01868122,
                     123,                     117,                   120.5,                      14,               0.009250204,              0.0003829094,               0.003163705,
                     123,                     118,                   120.5,                   14.25,              8.433731E-05,              2.171045E-05,              6.688403E-21,
                     123,                     127,                   120.5,                    16.5,                         0,                         0,              2.556972E-06,
                     123,                     129,                   120.5,                      17,                         0,                         0,              1.890142E-06,
                     123,                     130,                   120.5,                   17.25,                         0,                         0,              2.658878E-06,
                     124,                     114,                  120.75,                   13.25,              3.475024E-06,              5.354081E-07,                         0,
                     124,                     115,                  120.75,                    13.5,                0.00236479,              0.0001184815,               0.001576102,
                     124,                     116,                  120.75,                   13.75,                0.09690112,               0.003724584,                0.01194975,
                     124,                     117,                  120.75,                      14,                 0.1104436,               0.005858124,              0.0002013656,
                     124,                     118,                  120.75,                   14.25,               0.001443165,              0.0002522991,                         0,
                     124,                     119,                  120.75,                    14.5,               1.08979E-09,              1.824002E-09,               1.18925E-13,
                     124,                     120,                  120.75,                   14.75,                         0,                         0,              2.484311E-06,
                     124,                     121,                  120.75,                      15,                         0,                         0,              2.189339E-07,
                     124,                     122,                  120.75,                   15.25,                         0,                         0,              4.019916E-07,
                     124,                     124,                  120.75,                   15.75,                         0,                         0,              3.510208E-07,
                     124,                     125,                  120.75,                      16,                         0,                         0,              1.134814E-06,
                     124,                     126,                  120.75,                   16.25,                         0,                         0,              2.432511E-05,
                     124,                     127,                  120.75,                    16.5,                         0,                         0,              3.992008E-05,
                     124,                     128,                  120.75,                   16.75,                         0,                         0,              5.942261E-05,
                     124,                     129,                  120.75,                      17,                         0,                         0,               1.53727E-05,
                     124,                     130,                  120.75,                   17.25,                         0,                         0,              2.040647E-05,
                     124,                     131,                  120.75,                    17.5,                         0,                         0,              1.569491E-05,
                     124,                     132,                  120.75,                   17.75,                         0,                         0,              3.122011E-06,
                     124,                     133,                  120.75,                      18,                         0,                         0,              3.142671E-07,
                     125,                     114,                     121,                   13.25,                         0,                         0,              1.560486E-05,
                     125,                     115,                     121,                    13.5,              1.013096E-05,              4.472853E-07,               0.000524496,
                     125,                     116,                     121,                   13.75,               0.009586355,              0.0004966381,              0.0009751305,
                     125,                     117,                     121,                      14,                0.03202327,               0.002320651,              0.0002439947,
                     125,                     118,                     121,                   14.25,                0.00198167,              0.0007393493,                         0,
                     125,                     119,                     121,                    14.5,              3.257836E-05,              2.862126E-05,              0.0001825587,
                     125,                     120,                     121,                   14.75,                         0,                         0,               0.002558806,
                     125,                     121,                     121,                      15,                         0,                         0,              3.678697E-05,
                     125,                     122,                     121,                   15.25,                         0,                         0,              2.726337E-05,
                     125,                     123,                     121,                    15.5,                         0,                         0,              1.644029E-05,
                     125,                     124,                     121,                   15.75,                         0,                         0,              2.464235E-06,
                     125,                     125,                     121,                      16,                         0,                         0,              2.039015E-05,
                     125,                     126,                     121,                   16.25,                         0,                         0,              5.494821E-05,
                     125,                     127,                     121,                    16.5,                         0,                         0,              3.618284E-05,
                     125,                     128,                     121,                   16.75,                         0,                         0,              6.870517E-05,
                     125,                     129,                     121,                      17,                         0,                         0,              3.381993E-05,
                     125,                     130,                     121,                   17.25,                         0,                         0,              0.0001321794,
                     125,                     131,                     121,                    17.5,                         0,                         0,              0.0002075227,
                     125,                     132,                     121,                   17.75,                         0,                         0,              0.0001944615,
                     125,                     133,                     121,                      18,                         0,                         0,              0.0001079444,
                     125,                     134,                     121,                   18.25,                         0,                         0,              7.356852E-06,
                     125,                     135,                     121,                    18.5,                         0,                         0,              1.082964E-06,
                     125,                     137,                     121,                      19,                         0,                         0,              7.336614E-07,
                     126,                     113,                  121.25,                      13,                         0,                         0,              1.956656E-06,
                     126,                     114,                  121.25,                   13.25,                         0,                         0,              3.192075E-06,
                     126,                     115,                  121.25,                    13.5,                         0,                         0,               3.34221E-05,
                     126,                     116,                  121.25,                   13.75,              1.911053E-11,              2.903262E-11,              2.309053E-05,
                     126,                     117,                  121.25,                      14,              9.268321E-05,              1.348782E-06,              0.0002103378,
                     126,                     118,                  121.25,                   14.25,              0.0007336718,              0.0002540629,                         0,
                     126,                     119,                  121.25,                    14.5,               0.000505903,              0.0001709113,               0.001342049,
                     126,                     120,                  121.25,                   14.75,                         0,                         0,               0.006776908,
                     126,                     121,                  121.25,                      15,                         0,                         0,               0.002587806,
                     126,                     122,                  121.25,                   15.25,                         0,                         0,               0.003635492,
                     126,                     123,                  121.25,                    15.5,                         0,                         0,               0.001019898,
                     126,                     124,                  121.25,                   15.75,                         0,                         0,              8.700454E-05,
                     126,                     125,                  121.25,                      16,                         0,                         0,              9.160038E-05,
                     126,                     126,                  121.25,                   16.25,                         0,                         0,              0.0001122038,
                     126,                     127,                  121.25,                    16.5,                         0,                         0,              0.0001271861,
                     126,                     128,                  121.25,                   16.75,                         0,                         0,              5.292028E-05,
                     126,                     129,                  121.25,                      17,                         0,                         0,              5.122725E-05,
                     126,                     130,                  121.25,                   17.25,                         0,                         0,              3.696956E-05,
                     126,                     131,                  121.25,                    17.5,                         0,                         0,              8.436483E-05,
                     126,                     132,                  121.25,                   17.75,                         0,                         0,              0.0002088835,
